id,name,description,chebi_name,chebi_id,created_at,updated_at,creator_id,updater_id,chebi_definition
502,antioxidant,,antioxidant,22586,2012-04-10 10:05:21 UTC,2015-10-27 17:50:22 UTC,,,"A substance that opposes oxidation or inhibits reactions brought about by dioxygen or peroxides. In European countries, E-numbers for permitted antioxidant food additives are from E 300 to E 324."
503,anti ozenic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
504,anti platelet aggregation factor,,platelet aggregation inhibitor,50427,2012-04-10 10:05:21 UTC,2015-10-27 17:50:22 UTC,,,"A drug or agent which antagonizes or impairs any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system."
505,anti pancreatitic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:23 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
506,anti panniculopathic,"An agent used to treat cellulite (Edematous Fibrosclerotic Panniculopathy), which is persistent subcutaneous fat that causes dimpling of the skin.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:16 UTC,,,
507,anti papillomic,,antiviral agent,22587,2012-04-10 10:05:21 UTC,2015-10-27 17:50:23 UTC,,,A substance that destroys or inhibits replication of viruses.
508,anti parasitic,,antimicrobial agent,33281,2012-04-10 10:05:21 UTC,2015-10-27 17:50:24 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
509,anti Parkinsonian,,antiparkinson drug,48407,2012-04-10 10:05:21 UTC,2015-10-27 17:50:25 UTC,,,A drug used in the treatment of Parkinson's disease.
510,anti parotitic,"An agent that relieves inflammation of the parotid gland.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:14 UTC,,,
511,anti pellagric,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:25 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
512,anti peptic,"An agent that inhibits the action of pepsin.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
513,anti periodic,"An agent that prevents regular recurrence of the symptoms of a disease, as in malaria.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
514,anti periodontal,"An agent that relieves or prevents the development of gum disease.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:14 UTC,,,
515,anti periodontic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
516,anti periodontitic,"An agent that relieves inflammation of tissue around teeth, which causes shrinkage of the gums and loosening of the teeth.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:14 UTC,,,
517,anti peristaltic,"An agent that opposes the force of peristalsis, or the waves of contraction of a tubular organ.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
518,anti permeability,"An agent that prevents the updtake of a substance by a cell, or tissue.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:14 UTC,,,
519,anti peroxidant,"An agent that prevents the formation of oxygen atoms and peroxides, which may be stimulated in the body by certain toxins and infections.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
520,anti peroxidative,"An agent that counters or inhibits peroxidation, which refers to any oxidation reaction, especially of an oxide, that produces a peroxide.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:12 UTC,,,
521,anti peroxynitrite,"An agent that inhibits peroxynitrite function, to ameliorate vasorelaxation of aging resistant arteries.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
522,anti perspirant,"An agent, or antimicrobial, that controls sweat and body odor by preventing sweat reaching the skin surface, or by reducing the bacteria that causes body odour.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:16 UTC,,,
523,anti pertussic,,antibacterial agent,33282,2012-04-10 10:05:21 UTC,2015-10-27 17:50:26 UTC,,,A substance that kills or slows the growth of bacteria.
524,anti pertussive,,antibacterial agent,33282,2012-04-10 10:05:21 UTC,2015-10-27 17:50:27 UTC,,,A substance that kills or slows the growth of bacteria.
525,anti prostaglandin-E2,,prostaglandin antagonist,49023,2012-04-10 10:05:21 UTC,2015-10-27 17:50:28 UTC,,,A compound that inhibits the action of prostaglandins.
526,anti pharyngitic,"An agent that relieves inflammation of the pharynx.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:14 UTC,,,
527,anti phenylketonuric,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:28 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
528,anti photophobic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:29 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
529,anti pityriasic,"An agent that relieves symptoms of skin diseases that cause formation of fine, branny scales.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:15 UTC,,,
530,anti plantar,"An agent that relieves inflammation of the plantar fascia, that runs across the bottom of the foot and connects the heel bone to the toes.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:14 UTC,,,
531,anti plaque,"An agent that removes or prevents the formation of a plaque.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:15 UTC,,,
532,anti plasmodial,,antimicrobial agent,33281,2012-04-10 10:05:22 UTC,2015-10-27 17:50:29 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
533,anti platelet,"An agent, or drug, that prevents the formation of blood clots that result from aggregation of platelets. It may be used to treat heart disease.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:16 UTC,,,
534,anti premenstrual syndrome,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:30 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
535,anti pneumonic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:30 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
536,anti podagric,"An agent, such as a nutritional factor, that acts to control uric acid metabolism, for treatment of gout (podagra).
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:17 UTC,,,
537,anti podriac,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
538,anti polio,,antiviral agent,22587,2012-04-10 10:05:22 UTC,2015-10-27 17:50:31 UTC,,,A substance that destroys or inhibits replication of viruses.
539,anti poliomyelitic,,antiviral agent,22587,2012-04-10 10:05:22 UTC,2015-10-27 17:50:32 UTC,,,A substance that destroys or inhibits replication of viruses.
540,anti polyp,"An agent that acts to remove or prevent overgrowth of the inner wall of the colon or rectum.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:11 UTC,,,
541,anti porphyric,"An agent that lowers the levels of porphyrins, such as by catalyzing reactions that consume these.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:13 UTC,,,
542,anti predatory,"Relating to, or denoting, prevention of death by a predator.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:19 UTC,,,
543,anti proctalgic,"An agent that relieves symptoms of proctalgia, such as severe episodic, rectal or sacrococcygeal pain, caused by cramping of the levator ani muscle.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:15 UTC,,,
544,anti progestational,"An agent, or hormone such as estrogen, that prevents secretion of progesterone, which immediately follows ovulation.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:17 UTC,,,
545,anti progesterone,,hormone antagonist,49020,2012-04-10 10:05:22 UTC,2015-10-27 17:50:32 UTC,,,"A chemical substance which inhibits the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites."
546,anti prolactin,"An agent that inhibits the production of prolactin, a hormone that stimulates milk production after childbirth.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:13 UTC,,,
547,anti proliferant,"An agent that prevents or inhibits proliferation, or rapid reproduction of a cell, part, or organism.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:13 UTC,,,
548,anti proliferative,"An agent or substance that prevents or stunts the spread of cells, especially malignant cells, into surrounding tissues.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:11 UTC,,,
549,anti promoter,"An agent that blocks the action of a promoter molecule in carcinogenesis, potentially acting at any stage in a neoplastic transformation sequence. Examples are dietary fiber, vitamins A, C and E, selenium, indoles, flavones, or isothiocyanates.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:11 UTC,,,
550,anti prostaglandin,,hormone antagonist,49020,2012-04-10 10:05:22 UTC,2015-10-27 17:50:33 UTC,,,"A chemical substance which inhibits the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites."
551,anti prostanoid,"An antibody that binds to prostanoid receptors.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:17 UTC,,,
552,anti prostat adenomic,,antineoplastic agent,35610,2012-04-10 10:05:22 UTC,2015-10-27 17:50:34 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
553,anti prostatitic,"An agent that relieves prostatitis, or inflammation of the prostate gland.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:14 UTC,,,
554,anti prostatotic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
555,anti proteinigenic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
556,anti proteolytic,"An agent that prevents digestion of proteins.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:13 UTC,,,
557,anti protozoal,,antimicrobial agent,33281,2012-04-10 10:05:22 UTC,2015-10-27 17:50:35 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
558,anti pruritic,,dermatologic drug,50177,2012-04-10 10:05:22 UTC,2015-10-27 17:50:36 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
559,anti prostate-specific-antigen,"An antibody binding to a protstate specific antigen, that may be used to detect inflammation of the prostate.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:17 UTC,,,
560,anti pseudomonic,,antibacterial agent,33282,2012-04-10 10:05:22 UTC,2015-10-27 17:50:36 UTC,,,A substance that kills or slows the growth of bacteria.
561,anti psittacotic,"An antobody binding to Chlamydia psittaci specific antigens, a microorganism that cuases the psittacosis infectious disease.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:18 UTC,,,
562,anti psoriac,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:37 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
563,anti psoriatic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:37 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
564,anti psychotic,,antipsychotic drug,35476,2012-04-10 10:05:22 UTC,2015-10-27 17:50:38 UTC,,,"Antipsychotic drugs are agents that control agitated psychotic behaviour, alleviate acute psychotic states, reduce psychotic symptoms, and exert a quieting effect."
565,anti pulmonotic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
566,anti purpuric,,dermatologic drug,50177,2012-04-10 10:05:22 UTC,2015-10-27 17:50:38 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
567,anti pyretic,,antipyretic,35493,2012-04-10 10:05:22 UTC,2015-10-27 17:50:39 UTC,,,A drug that prevents or reduces fever by lowering the body temperature from a raised state. An antipyretic will not affect the normal body temperature if one does not have fever. Antipyretics cause the hypothalamus to override an interleukin-induced increase in temperature. The body will then work to lower the temperature and the result is a reduction in fever.
568,anti pyruvetic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
569,anti rabies,,antiviral agent,22587,2012-04-10 10:05:22 UTC,2015-10-27 17:50:40 UTC,,,A substance that destroys or inhibits replication of viruses.
570,anti rachitic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:40 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
571,anti radiation,"An agent, such as a nutritional factor, or a drug, that acts to repair DNA damage cuase by exposure to radiation.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:17 UTC,,,
572,anti radicular,"An agent that relieves inflammation or irritation of the nerve root of a tooth.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:14 UTC,,,
573,anti Raynaud's,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:41 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
574,anti renitic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
575,anti reproductive,"An agent that prevents the ability of an organism to produce offspring.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:13 UTC,,,
576,anti reserpine,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
577,anti respirotic,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
578,anti retardation,,,,2012-04-10 10:05:22 UTC,2012-04-10 10:05:22 UTC,,,
579,anti retinitic,"An agent that relieves inflammation of the retina of the eye (retinitis).
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:14 UTC,,,
580,anti retinopathic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:41 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
581,anti retinotic,"An antibogy, or receptor for retinoic acid. Retinoic acid receptors bind as heterodimers to their target response elements in response to their ligands.
",,,2012-04-10 10:05:22 UTC,2015-11-11 02:32:18 UTC,,,
582,anti retroviral,,antiviral agent,22587,2012-04-10 10:05:22 UTC,2015-10-27 17:50:42 UTC,,,A substance that destroys or inhibits replication of viruses.
583,anti Reye's,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:42 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
584,anti rheumatalgic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:43 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
585,anti rheumatic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:43 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
586,anti rheumatitic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:44 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
587,anti rhinitic,,pharmaceutical,52217,2012-04-10 10:05:22 UTC,2015-10-27 17:50:44 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
588,anti rhinoviral,,antiviral agent,22587,2012-04-10 10:05:22 UTC,2015-10-27 17:50:45 UTC,,,A substance that destroys or inhibits replication of viruses.
589,anti rickettsial,,antibacterial agent,33282,2012-04-10 10:05:23 UTC,2015-10-27 17:50:46 UTC,,,A substance that kills or slows the growth of bacteria.
590,anti-RNA,,,,2012-04-10 10:05:23 UTC,2012-04-10 10:05:23 UTC,,,
591,anti salmonella,,antibacterial agent,33282,2012-04-10 10:05:23 UTC,2015-10-27 17:50:46 UTC,,,A substance that kills or slows the growth of bacteria.
592,anti sarcomic,,antineoplastic agent,35610,2012-04-10 10:05:23 UTC,2015-10-27 17:50:48 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
593,anti schistosomiac,,antimicrobial agent,33281,2012-04-10 10:05:23 UTC,2015-10-27 17:50:49 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
594,anti schizophrenic,,pharmaceutical,52217,2012-04-10 10:05:23 UTC,2015-10-27 17:50:49 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
595,anti sclerodermic,,dermatologic drug,50177,2012-04-10 10:05:23 UTC,2015-10-27 17:50:50 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
596,anti scleromyxoedemic,,dermatologic drug,50177,2012-04-10 10:05:23 UTC,2015-10-27 17:50:51 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
597,anti scoliotic,,pharmaceutical,52217,2012-04-10 10:05:23 UTC,2015-10-27 17:50:51 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
